,id,age,sport,years experience,hours training,ranking
626,0239,15,Swimming,1,13.7,0.27
627,0239,14,Track and Field,4,14.0,0.78
628,0239,15,Track and Field,5,17.53,0.91
629,0239,14,Basketball,1,11.4,0.17
630,0239,15,Basketball,2,13.53,0.47
631,0241,14,Track and Field,2,13.6,0.49
632,0241,15,Track and Field,3,16.05,0.75
633,0241,15,Soccer,1,11.7,0.14
634,0241,14,Basketball,4,12.0,0.77
635,0241,15,Basketball,5,16.47,0.91
636,0242,14,Track and Field,1,8.4,0.02
637,0242,15,Track and Field,2,11.52,0.4
638,0245,15,Basketball,1,9.7,0.1
639,0245,16,Basketball,2,12.72,0.46
640,0245,14,Soccer,3,8.8,0.51
641,0245,15,Soccer,4,11.91,0.76
642,0245,16,Soccer,5,13.53,0.86
643,0245,16,Track and Field,1,12.0,0.23
644,0246,15,Track and Field,1,13.7,0.31
645,0246,16,Track and Field,2,18.52,0.64
646,0246,17,Track and Field,3,20.54,0.87
647,0246,16,Swimming,1,12.0,0.18
648,0246,17,Swimming,2,14.26,0.5
649,0246,17,Basketball,1,14.3,0.32
650,0247,14,Swimming,1,11.4,0.17
651,0248,16,Swimming,1,13.0,0.25
652,0248,17,Swimming,2,16.28,0.62
653,0248,18,Swimming,3,18.49,0.83
654,0249,16,Swimming,1,11.0,0.14
655,0249,15,Track and Field,2,13.9,0.47
656,0249,16,Track and Field,3,16.0,0.74
657,0249,16,Soccer,1,15.0,0.3
658,0250,15,Swimming,3,9.1,0.5
659,0251,16,Track and Field,1,15.0,0.3
660,0251,17,Track and Field,2,19.27,0.67
661,0251,18,Track and Field,3,26.16,0.92
662,0251,18,Swimming,1,12.6,0.27
663,0251,17,Basketball,1,9.3,0.07
664,0251,18,Basketball,2,12.13,0.47
665,0252,15,Soccer,2,12.9,0.46
666,0252,16,Soccer,3,16.02,0.78
667,0252,15,Swimming,2,13.9,0.49
668,0252,16,Swimming,3,18.82,0.82
669,0252,16,Basketball,1,13.0,0.27
670,0253,15,Soccer,4,15.3,0.86
671,0253,16,Soccer,5,21.22,0.96
672,0253,17,Soccer,6,23.79,0.98
673,0253,17,Swimming,1,10.3,0.14
674,0254,14,Swimming,3,9.8,0.52
675,0254,15,Swimming,4,13.46,0.79
676,0254,16,Swimming,5,18.44,0.94
677,0254,17,Swimming,6,23.98,0.99
678,0254,14,Track and Field,3,10.8,0.61
679,0254,15,Track and Field,4,14.52,0.81
680,0254,16,Track and Field,5,19.8,0.95
681,0254,17,Track and Field,6,21.85,0.98
682,0254,14,Basketball,1,14.4,0.3
683,0254,15,Basketball,2,16.63,0.59
684,0254,16,Basketball,3,19.94,0.81
685,0254,17,Basketball,4,27.36,0.95
686,0255,14,Soccer,2,11.6,0.41
687,0256,14,Soccer,2,9.6,0.37
688,0256,15,Soccer,3,11.06,0.58
689,0256,16,Soccer,4,14.51,0.85
690,0256,17,Soccer,5,16.37,0.9
691,0256,14,Basketball,3,13.8,0.67
692,0256,15,Basketball,4,17.32,0.87
693,0256,16,Basketball,5,23.5,0.96
694,0256,17,Basketball,6,26.95,0.99
695,0256,16,Swimming,1,8.0,0.03
696,0256,17,Swimming,2,9.22,0.38
697,0258,14,Track and Field,4,14.0,0.83
698,0258,15,Track and Field,5,17.52,0.95
699,0258,16,Track and Field,6,23.45,0.99
700,0258,17,Track and Field,7,28.78,1.0
701,0259,16,Soccer,1,12.0,0.15
702,0259,15,Swimming,1,14.7,0.28
703,0259,16,Swimming,2,19.7,0.67
704,0260,14,Basketball,2,9.6,0.37
705,0260,15,Basketball,3,11.4,0.63
706,0260,16,Basketball,4,13.79,0.81
707,0262,14,Swimming,4,8.0,0.61
708,0264,18,Swimming,1,11.6,0.14
709,0264,18,Basketball,1,8.6,0.03
710,0264,16,Track and Field,1,14.0,0.24
711,0264,17,Track and Field,2,19.58,0.69
712,0264,18,Track and Field,3,22.52,0.88
713,0265,17,Basketball,1,15.3,0.28
714,0265,18,Basketball,2,19.92,0.68
715,0265,17,Swimming,1,12.3,0.22
716,0265,18,Swimming,2,14.54,0.53
717,0265,17,Track and Field,1,10.3,0.09
718,0265,18,Track and Field,2,12.83,0.46
719,0266,14,Basketball,4,8.0,0.61
720,0266,14,Track and Field,2,9.6,0.36
721,0267,15,Basketball,4,15.3,0.87
722,0267,16,Basketball,5,20.01,0.94
723,0267,15,Soccer,2,8.9,0.36
724,0267,16,Soccer,3,11.26,0.62
725,0268,15,Swimming,1,13.7,0.3
726,0268,16,Swimming,2,17.42,0.63
727,0268,17,Swimming,3,24.26,0.88
728,0268,14,Basketball,2,10.6,0.39
729,0268,15,Basketball,3,12.81,0.62
730,0268,16,Basketball,4,17.89,0.88
731,0268,17,Basketball,5,21.82,0.97
732,0269,14,Track and Field,1,14.4,0.32
733,0269,14,Swimming,1,11.4,0.18
734,0269,14,Soccer,4,11.0,0.7
735,0270,16,Soccer,1,14.0,0.3
736,0270,15,Track and Field,1,14.7,0.3
737,0270,16,Track and Field,2,20.45,0.69
738,0271,15,Soccer,4,11.3,0.72
739,0271,16,Soccer,5,14.5,0.9
740,0271,17,Soccer,6,16.55,0.95
741,0271,17,Track and Field,1,8.3,0.03
742,0271,15,Swimming,4,10.3,0.71
743,0271,16,Swimming,5,12.45,0.87
744,0271,17,Swimming,6,14.45,0.92
745,0272,14,Basketball,4,9.0,0.59
746,0272,15,Basketball,5,10.85,0.82
747,0272,14,Soccer,3,14.8,0.71
748,0272,15,Soccer,4,19.88,0.91
749,0272,14,Track and Field,1,11.4,0.16
750,0272,15,Track and Field,2,13.17,0.5
751,0273,15,Track and Field,3,11.1,0.62
752,0273,16,Track and Field,4,13.86,0.84
753,0273,17,Track and Field,5,18.14,0.95
754,0273,17,Basketball,1,10.3,0.11
755,0274,15,Swimming,1,7.7,0.04
756,0275,14,Track and Field,3,13.8,0.71
757,0275,14,Swimming,4,14.0,0.83
758,0277,14,Swimming,4,14.0,0.79
759,0277,15,Swimming,5,19.54,0.94
760,0277,16,Swimming,6,26.83,0.99
761,0277,16,Track and Field,1,8.0,0.01
762,0278,18,Swimming,1,13.6,0.3
763,0278,15,Basketball,1,11.7,0.16
764,0278,16,Basketball,2,14.14,0.53
765,0278,17,Basketball,3,16.41,0.78
766,0278,18,Basketball,4,22.43,0.94
767,0278,18,Soccer,1,13.6,0.24
768,0279,15,Soccer,3,13.1,0.68
769,0279,16,Soccer,4,14.89,0.8
770,0279,15,Basketball,4,9.3,0.63
771,0279,16,Basketball,5,11.9,0.82
772,0283,14,Basketball,3,11.8,0.65
773,0283,15,Basketball,4,14.92,0.86
774,0283,16,Basketball,5,20.58,0.95
775,0283,17,Basketball,6,28.49,0.99
776,0284,15,Swimming,4,15.3,0.87
777,0284,15,Soccer,4,10.3,0.71
778,0284,15,Basketball,3,9.1,0.49
779,0287,15,Track and Field,1,7.7,0.01
780,0287,15,Soccer,1,13.7,0.22
781,0287,15,Basketball,2,14.9,0.54
782,0289,15,Track and Field,3,13.1,0.64
783,0289,15,Swimming,4,14.3,0.85
784,0289,15,Basketball,3,8.1,0.46
785,0290,15,Track and Field,1,9.7,0.1
786,0290,16,Track and Field,2,11.1,0.39
787,0292,15,Swimming,1,7.7,0.04
788,0292,16,Swimming,2,10.32,0.39
789,0292,17,Swimming,3,13.68,0.68
790,0293,14,Track and Field,1,11.4,0.14
791,0293,14,Soccer,1,12.4,0.23
792,0294,15,Swimming,2,7.9,0.32
793,0294,16,Swimming,3,10.76,0.59
794,0294,16,Track and Field,1,10.0,0.11
795,0294,16,Soccer,1,13.0,0.26
796,0295,15,Swimming,1,12.7,0.24
797,0295,16,Swimming,2,17.3,0.65
798,0295,15,Soccer,1,7.7,0.03
799,0295,16,Soccer,2,9.75,0.37
800,0295,16,Track and Field,1,11.0,0.18
801,0296,16,Soccer,1,8.0,0.04
802,0297,14,Track and Field,4,8.0,0.57
803,0297,14,Swimming,2,14.6,0.53
804,0297,14,Basketball,1,11.4,0.18
805,0298,15,Soccer,1,10.7,0.1
806,0298,16,Soccer,2,11.98,0.42
807,0298,17,Soccer,3,15.89,0.75
808,0298,18,Soccer,4,20.41,0.92
809,0300,16,Basketball,1,8.0,0.02
810,0300,17,Basketball,2,9.84,0.39
811,0300,18,Basketball,3,11.71,0.63
812,0301,15,Track and Field,1,10.7,0.15
813,0301,16,Track and Field,2,13.91,0.46
814,0301,16,Swimming,1,9.0,0.05
815,0301,16,Basketball,1,9.0,0.07
816,0303,16,Swimming,1,14.0,0.27
817,0303,17,Swimming,2,18.71,0.67
818,0303,18,Swimming,3,24.46,0.9
819,0304,15,Soccer,3,9.1,0.46
820,0304,16,Soccer,4,10.26,0.7
821,0304,16,Track and Field,1,13.0,0.24
822,0304,16,Basketball,1,12.0,0.17
823,0305,16,Track and Field,1,13.0,0.21
824,0305,15,Basketball,4,14.3,0.81
825,0305,16,Basketball,5,17.17,0.93
826,0305,15,Soccer,3,9.1,0.46
827,0305,16,Soccer,4,10.94,0.68
828,0306,15,Swimming,3,8.1,0.43
829,0308,16,Basketball,1,15.0,0.33
830,0308,17,Basketball,2,19.19,0.63
831,0308,15,Swimming,4,11.3,0.7
832,0308,16,Swimming,5,12.52,0.83
833,0308,17,Swimming,6,14.59,0.93
834,0310,15,Basketball,1,13.7,0.24
835,0310,16,Basketball,2,16.59,0.54
836,0311,14,Swimming,4,8.0,0.53
837,0311,15,Swimming,5,10.98,0.78
838,0311,15,Soccer,1,12.7,0.23
839,0311,14,Basketball,3,8.8,0.5
840,0311,15,Basketball,4,10.61,0.73
841,0312,16,Track and Field,1,11.0,0.2
842,0312,17,Track and Field,2,13.75,0.48
843,0312,18,Track and Field,3,16.7,0.79
844,0313,14,Basketball,2,13.6,0.49
845,0313,15,Basketball,3,15.41,0.76
846,0313,15,Swimming,1,9.7,0.11
847,0313,14,Track and Field,3,12.8,0.62
848,0313,15,Track and Field,4,14.92,0.85
849,0314,16,Swimming,1,14.0,0.28
850,0314,17,Swimming,2,17.07,0.63
851,0314,15,Track and Field,1,10.7,0.18
852,0314,16,Track and Field,2,11.94,0.42
853,0314,17,Track and Field,3,15.78,0.76
854,0314,17,Soccer,1,10.3,0.15
855,0315,15,Soccer,1,14.7,0.33
856,0315,16,Soccer,2,16.39,0.54
857,0315,16,Basketball,1,9.0,0.03
858,0315,16,Track and Field,1,8.0,0.01
859,0316,15,Basketball,4,14.3,0.8
860,0316,16,Basketball,5,18.48,0.94
861,0316,17,Basketball,6,23.39,0.99
862,0316,16,Swimming,1,9.0,0.06
863,0316,17,Swimming,2,11.83,0.43
864,0316,15,Soccer,4,10.3,0.66
865,0316,16,Soccer,5,13.72,0.88
866,0316,17,Soccer,6,15.15,0.94
867,0317,15,Soccer,1,8.7,0.04
868,0317,16,Soccer,2,10.13,0.39
869,0319,16,Swimming,1,10.0,0.09
870,0319,15,Basketball,2,10.9,0.42
871,0319,16,Basketball,3,14.58,0.69
872,0320,14,Track and Field,4,9.0,0.59
873,0320,15,Track and Field,5,10.68,0.81
874,0320,16,Track and Field,6,14.15,0.92
875,0320,17,Track and Field,7,16.99,0.97
876,0320,17,Swimming,1,12.3,0.25
877,0320,17,Soccer,1,12.3,0.19
878,0322,16,Basketball,1,15.0,0.32
879,0322,15,Soccer,2,11.9,0.41
880,0322,16,Soccer,3,14.69,0.71
881,0324,14,Soccer,4,13.0,0.79
882,0324,14,Swimming,2,9.6,0.39
883,0324,14,Basketball,1,14.4,0.33
884,0325,17,Basketball,1,8.3,0.03
885,0325,18,Basketball,2,9.51,0.36
886,0327,15,Soccer,2,12.9,0.48
887,0327,16,Soccer,3,15.02,0.75
888,0328,16,Soccer,1,14.0,0.25
889,0328,17,Soccer,2,19.15,0.66
890,0328,17,Track and Field,1,8.3,0.06
891,0328,15,Basketball,2,9.9,0.39
892,0328,16,Basketball,3,11.21,0.61
893,0328,17,Basketball,4,12.64,0.78
894,0334,15,Soccer,1,11.7,0.14
895,0334,14,Basketball,3,7.8,0.41
896,0334,15,Basketball,4,9.88,0.66
897,0334,14,Track and Field,1,11.4,0.19
898,0334,15,Track and Field,2,13.98,0.47
899,0335,14,Swimming,1,10.4,0.15
900,0335,15,Swimming,2,12.21,0.44
901,0335,16,Swimming,3,15.98,0.75
902,0335,16,Basketball,1,15.0,0.29
903,0335,14,Soccer,3,12.8,0.63
904,0335,15,Soccer,4,15.41,0.84
905,0335,16,Soccer,5,20.97,0.95
906,0337,15,Track and Field,3,14.1,0.7
907,0337,16,Track and Field,4,17.95,0.91
908,0337,16,Soccer,1,9.0,0.06
909,0338,16,Swimming,1,13.0,0.21
910,0338,15,Track and Field,3,13.1,0.69
911,0338,16,Track and Field,4,15.98,0.86
912,0338,15,Basketball,1,7.7,0.0
913,0338,16,Basketball,2,9.52,0.37
914,0339,16,Track and Field,1,15.0,0.34
915,0339,17,Track and Field,2,19.24,0.64
916,0339,18,Track and Field,3,22.7,0.87
917,0339,18,Swimming,1,12.6,0.19
918,0339,17,Soccer,1,13.3,0.26
919,0339,18,Soccer,2,15.59,0.52
920,0340,16,Track and Field,1,12.0,0.19
921,0340,17,Track and Field,2,14.15,0.5
922,0340,18,Track and Field,3,15.61,0.77
923,0340,16,Basketball,1,15.0,0.3
924,0340,17,Basketball,2,20.95,0.68
925,0340,18,Basketball,3,25.6,0.92
926,0341,14,Basketball,3,11.8,0.66
927,0342,16,Track and Field,1,10.0,0.07
928,0342,17,Track and Field,2,13.03,0.46
929,0343,18,Swimming,1,9.6,0.07
930,0343,17,Basketball,1,9.3,0.08
931,0343,18,Basketball,2,10.85,0.38
932,0344,18,Track and Field,1,14.6,0.26
933,0344,15,Soccer,1,14.7,0.27
934,0344,16,Soccer,2,18.84,0.64
935,0344,17,Soccer,3,22.74,0.88
936,0344,18,Soccer,4,31.17,0.98
937,0345,17,Swimming,1,13.3,0.3
938,0345,15,Basketball,1,13.7,0.22
939,0345,16,Basketball,2,17.89,0.58
940,0345,17,Basketball,3,22.43,0.89
941,0346,15,Basketball,2,8.9,0.36
942,0346,16,Basketball,3,10.38,0.56
943,0346,15,Soccer,4,8.3,0.6
944,0346,16,Soccer,5,9.17,0.76
945,0348,14,Soccer,4,15.0,0.82
946,0348,15,Soccer,5,18.09,0.94
947,0348,15,Swimming,1,7.7,0.01
948,0348,15,Basketball,1,11.7,0.19
949,0349,17,Swimming,1,10.3,0.16
950,0349,18,Swimming,2,11.79,0.42
951,0350,17,Basketball,1,15.3,0.31
952,0350,18,Basketball,2,19.22,0.66
953,0350,18,Swimming,1,14.6,0.29
954,0350,17,Track and Field,1,12.3,0.2
955,0350,18,Track and Field,2,16.17,0.61
956,0351,15,Soccer,4,12.3,0.74
957,0351,16,Soccer,5,16.09,0.92
958,0353,17,Soccer,1,14.3,0.24
959,0353,17,Track and Field,1,13.3,0.29
960,0353,17,Basketball,1,10.3,0.1
961,0354,15,Basketball,4,12.3,0.78
962,0354,15,Track and Field,4,15.3,0.84
963,0355,14,Soccer,2,10.6,0.41
964,0356,17,Basketball,1,12.3,0.19
965,0356,18,Basketball,2,16.59,0.63
966,0356,15,Swimming,4,9.3,0.6
967,0356,16,Swimming,5,10.87,0.78
968,0356,17,Swimming,6,14.49,0.95
969,0356,18,Swimming,7,18.9,0.98
970,0357,15,Track and Field,4,12.3,0.74
971,0357,16,Track and Field,5,16.39,0.92
972,0357,17,Track and Field,6,21.15,0.97
973,0357,17,Basketball,1,12.3,0.17
974,0357,17,Swimming,1,8.3,0.04
975,0359,16,Track and Field,1,14.0,0.26
976,0359,15,Swimming,3,12.1,0.67
977,0359,16,Swimming,4,13.96,0.83
978,0359,15,Soccer,3,15.1,0.72
979,0359,16,Soccer,4,20.22,0.9
980,0360,14,Soccer,4,10.0,0.7
981,0360,15,Soccer,5,12.61,0.84
982,0360,16,Soccer,6,15.76,0.94
983,0360,17,Soccer,7,19.12,0.98
984,0361,14,Basketball,3,8.8,0.45
985,0361,15,Basketball,4,10.22,0.7
986,0361,16,Basketball,5,14.31,0.88
987,0362,16,Basketball,1,12.0,0.18
988,0362,17,Basketball,2,16.57,0.55
989,0362,15,Soccer,4,9.3,0.59
990,0362,16,Soccer,5,11.86,0.8
991,0362,17,Soccer,6,14.52,0.92
992,0363,15,Track and Field,1,14.7,0.32
993,0364,16,Soccer,1,14.0,0.27
994,0364,15,Basketball,3,9.1,0.48
995,0364,16,Basketball,4,12.38,0.79
996,0364,16,Swimming,1,10.0,0.1
997,0365,17,Soccer,1,15.3,0.32
998,0365,18,Soccer,2,18.22,0.65
999,0365,15,Track and Field,2,8.9,0.35
1000,0365,16,Track and Field,3,9.96,0.52
1001,0365,17,Track and Field,4,12.02,0.72
1002,0365,18,Track and Field,5,16.19,0.9
1003,0366,15,Track and Field,2,10.9,0.39
1004,0366,16,Track and Field,3,15.21,0.73
1005,0366,16,Soccer,1,13.0,0.28
1006,0367,14,Soccer,2,14.6,0.52
1007,0367,15,Soccer,3,16.41,0.77
1008,0367,16,Soccer,4,19.02,0.88
1009,0367,16,Basketball,1,9.0,0.07
1010,0368,17,Soccer,1,9.3,0.06
1011,0368,17,Basketball,1,14.3,0.32
1012,0368,14,Track and Field,1,9.4,0.09
1013,0368,15,Track and Field,2,13.06,0.46
1014,0368,16,Track and Field,3,17.4,0.79
1015,0368,17,Track and Field,4,22.32,0.94
1016,0369,17,Track and Field,1,14.3,0.27
1017,0369,18,Track and Field,2,19.29,0.61
1018,0370,14,Soccer,2,8.6,0.37
1019,0370,15,Soccer,3,9.59,0.47
1020,0370,16,Soccer,4,11.32,0.7
1021,0370,15,Basketball,1,12.7,0.25
1022,0370,16,Basketball,2,15.55,0.57
1023,0371,16,Basketball,1,15.0,0.32
1024,0371,17,Basketball,2,17.93,0.6
1025,0371,17,Soccer,1,13.3,0.26
1026,0372,15,Swimming,2,14.9,0.56
1027,0372,15,Soccer,2,9.9,0.37
1028,0373,16,Basketball,1,8.0,0.02
1029,0373,17,Basketball,2,9.16,0.35
1030,0373,18,Basketball,3,12.11,0.67
1031,0373,18,Swimming,1,12.6,0.26
1032,0373,18,Soccer,1,12.6,0.24
1033,0374,15,Track and Field,1,11.7,0.16
1034,0374,15,Soccer,1,8.7,0.07
1035,0374,15,Basketball,1,9.7,0.1
1036,0375,14,Track and Field,1,7.4,0.01
1037,0375,14,Soccer,3,10.8,0.55
1038,0376,15,Basketball,2,9.9,0.37
1039,0376,15,Swimming,1,10.7,0.16
1040,0377,15,Track and Field,1,12.7,0.22
1041,0377,16,Track and Field,2,15.61,0.57
1042,0377,17,Track and Field,3,21.76,0.86
1043,0378,15,Track and Field,1,8.7,0.06
1044,0378,16,Track and Field,2,10.54,0.38
1045,0378,17,Track and Field,3,13.12,0.67
1046,0379,16,Soccer,1,12.0,0.24
1047,0380,16,Track and Field,1,14.0,0.24
1048,0380,17,Track and Field,2,18.77,0.62
1049,0380,15,Basketball,1,10.7,0.15
1050,0380,16,Basketball,2,14.46,0.53
1051,0380,17,Basketball,3,17.95,0.78
1052,0381,14,Swimming,4,14.0,0.83
1053,0381,15,Swimming,5,18.38,0.95
1054,0381,16,Swimming,6,23.32,0.98
1055,0381,17,Swimming,7,30.88,1.0
1056,0381,15,Track and Field,1,12.7,0.22
1057,0381,16,Track and Field,2,17.74,0.64
1058,0381,17,Track and Field,3,21.31,0.83
1059,0383,14,Swimming,1,13.4,0.24
1060,0383,14,Soccer,4,15.0,0.85
1061,0383,14,Track and Field,3,14.8,0.71
1062,0384,14,Track and Field,3,13.8,0.67
1063,0384,15,Track and Field,4,18.39,0.91
1064,0384,16,Track and Field,5,21.24,0.96
1065,0384,15,Swimming,1,10.7,0.11
1066,0384,16,Swimming,2,14.23,0.53
1067,0384,15,Soccer,1,13.7,0.26
1068,0384,16,Soccer,2,16.33,0.55
1069,0386,17,Track and Field,1,13.3,0.26
1070,0387,14,Soccer,3,12.8,0.68
1071,0387,14,Basketball,4,10.0,0.65
1072,0388,14,Track and Field,2,7.6,0.33
1073,0388,15,Track and Field,3,9.56,0.48
1074,0389,15,Track and Field,4,10.3,0.69
1075,0389,16,Track and Field,5,14.29,0.88
1076,0389,17,Track and Field,6,18.26,0.96
1077,0389,15,Soccer,1,10.7,0.17
1078,0389,16,Soccer,2,12.7,0.43
1079,0389,17,Soccer,3,15.73,0.72
1080,0389,17,Basketball,1,14.3,0.27
1081,0390,14,Soccer,1,7.4,0.02
1082,0390,14,Swimming,4,11.0,0.73
1083,0390,14,Basketball,3,7.8,0.41
1084,0391,15,Swimming,2,9.9,0.37
1085,0391,16,Swimming,3,11.6,0.63
1086,0392,15,Swimming,1,7.7,0.02
1087,0392,16,Swimming,2,10.32,0.38
1088,0392,16,Track and Field,1,13.0,0.24
1089,0392,14,Basketball,4,15.0,0.83
1090,0392,15,Basketball,5,17.08,0.94
1091,0392,16,Basketball,6,19.66,0.97
1092,0393,15,Soccer,2,14.9,0.5
1093,0394,17,Basketball,1,8.3,0.01
1094,0394,18,Basketball,2,10.05,0.37
1095,0395,15,Track and Field,2,9.9,0.39
1096,0395,16,Track and Field,3,13.66,0.66
1097,0395,15,Soccer,3,15.1,0.75
1098,0395,16,Soccer,4,19.81,0.89
1099,0396,14,Track and Field,3,14.8,0.69
1100,0396,14,Soccer,4,12.0,0.72
1101,0397,15,Basketball,2,8.9,0.34
1102,0397,16,Basketball,3,9.89,0.54
1103,0397,16,Track and Field,1,9.0,0.1
1104,0398,15,Swimming,4,13.3,0.83
1105,0398,15,Basketball,1,10.7,0.13
1106,0399,15,Swimming,1,13.7,0.31
1107,0399,16,Swimming,2,17.89,0.62
1108,0399,15,Basketball,1,11.7,0.16
1109,0399,16,Basketball,2,15.12,0.55
1110,0403,17,Basketball,1,11.3,0.16
1111,0404,17,Soccer,1,9.3,0.06
1112,0404,18,Soccer,2,10.23,0.37
1113,0405,14,Basketball,2,14.6,0.52
1114,0405,15,Basketball,3,17.72,0.8
1115,0405,16,Basketball,4,21.43,0.92
1116,0407,15,Swimming,3,10.1,0.53
1117,0407,15,Soccer,3,10.1,0.53
1118,0407,15,Track and Field,2,8.9,0.35
1119,0409,15,Swimming,3,12.1,0.6
1120,0409,15,Soccer,4,8.3,0.6
1121,0410,15,Track and Field,1,12.7,0.23
1122,0412,15,Swimming,1,8.7,0.06
1123,0412,16,Swimming,2,11.95,0.46
1124,0412,17,Swimming,3,14.83,0.75
1125,0413,15,Basketball,2,13.9,0.51
1126,0413,16,Basketball,3,18.13,0.81
1127,0413,17,Basketball,4,22.43,0.93
1128,0413,18,Basketball,5,25.42,0.98
1129,0413,16,Track and Field,1,12.0,0.16
1130,0413,17,Track and Field,2,16.71,0.62
1131,0413,18,Track and Field,3,21.9,0.88
1132,0413,18,Soccer,1,9.6,0.09
1133,0414,14,Soccer,3,9.8,0.54
1134,0414,15,Soccer,4,13.71,0.81
1135,0414,16,Soccer,5,16.54,0.9
1136,0414,17,Soccer,6,21.21,0.98
1137,0414,16,Basketball,1,14.0,0.31
1138,0414,17,Basketball,2,18.54,0.68
1139,0415,17,Soccer,1,15.3,0.35
1140,0415,18,Soccer,2,19.97,0.68
1141,0416,14,Swimming,2,11.6,0.42
1142,0416,15,Swimming,3,13.41,0.67
1143,0416,14,Basketball,2,12.6,0.43
1144,0416,15,Basketball,3,16.37,0.73
1145,0416,14,Track and Field,4,13.0,0.81
1146,0416,15,Track and Field,5,16.27,0.91
1147,0417,14,Soccer,4,9.0,0.61
1148,0417,15,Soccer,5,11.08,0.82
1149,0417,16,Soccer,6,12.5,0.91
1150,0418,16,Track and Field,1,9.0,0.06
1151,0418,17,Track and Field,2,11.22,0.41
1152,0419,17,Track and Field,1,14.3,0.33
1153,0419,17,Swimming,1,14.3,0.33
1154,0419,15,Basketball,1,10.7,0.15
1155,0419,16,Basketball,2,12.46,0.48
1156,0419,17,Basketball,3,16.8,0.77
1157,0420,16,Basketball,1,15.0,0.34
1158,0420,17,Basketball,2,18.6,0.64
1159,0421,15,Soccer,2,12.9,0.44
1160,0421,16,Soccer,3,17.22,0.75
1161,0421,16,Track and Field,1,9.0,0.07
1162,0421,15,Swimming,1,7.7,0.02
1163,0421,16,Swimming,2,9.24,0.36
1164,0422,17,Soccer,1,9.3,0.09
1165,0422,18,Soccer,2,10.36,0.4
1166,0422,15,Swimming,1,9.7,0.07
1167,0422,16,Swimming,2,12.03,0.43
1168,0422,17,Swimming,3,14.22,0.71
1169,0422,18,Swimming,4,18.78,0.9
1170,0422,18,Track and Field,1,8.6,0.04
1171,0423,14,Track and Field,3,11.8,0.62
1172,0425,15,Soccer,2,7.9,0.32
1173,0425,16,Soccer,3,11.04,0.55
1174,0425,17,Soccer,4,12.44,0.76
1175,0426,15,Basketball,1,8.7,0.06
1176,0426,16,Basketball,2,10.8,0.41
1177,0426,16,Track and Field,1,13.0,0.22
1178,0426,15,Swimming,2,10.9,0.42
1179,0426,16,Swimming,3,13.23,0.71
1180,0428,16,Swimming,1,13.0,0.22
1181,0428,17,Swimming,2,14.31,0.51
1182,0428,15,Track and Field,2,11.9,0.4
1183,0428,16,Track and Field,3,15.53,0.71
1184,0428,17,Track and Field,4,18.64,0.88
1185,0429,15,Basketball,1,8.7,0.03
1186,0429,15,Swimming,2,11.9,0.41
1187,0429,15,Track and Field,2,9.9,0.36
1188,0431,17,Track and Field,1,10.3,0.1
1189,0431,18,Track and Field,2,13.36,0.45
1190,0431,18,Swimming,1,13.6,0.29
1191,0433,15,Swimming,1,7.7,0.04
1192,0433,16,Swimming,2,10.47,0.39
1193,0433,17,Swimming,3,12.51,0.67
1194,0433,15,Basketball,4,13.3,0.77
1195,0433,16,Basketball,5,15.63,0.91
1196,0433,17,Basketball,6,19.33,0.98
1197,0435,14,Swimming,2,11.6,0.4
1198,0435,14,Soccer,1,12.4,0.24
1199,0436,14,Soccer,1,13.4,0.29
1200,0436,15,Soccer,2,16.97,0.62
1201,0436,16,Soccer,3,22.6,0.87
1202,0436,16,Basketball,1,10.0,0.1
1203,0436,15,Track and Field,1,14.7,0.28
1204,0436,16,Track and Field,2,16.77,0.62
1205,0437,15,Basketball,1,8.7,0.06
1206,0437,16,Basketball,2,11.34,0.41
1207,0437,17,Basketball,3,14.8,0.71
1208,0441,14,Swimming,3,11.8,0.63
1209,0443,15,Track and Field,1,9.7,0.13
1210,0443,15,Swimming,1,13.7,0.29
1211,0443,14,Basketball,3,11.8,0.62
1212,0443,15,Basketball,4,14.55,0.86
1213,0444,14,Basketball,2,14.6,0.5
1214,0444,15,Basketball,3,19.12,0.85
1215,0444,15,Swimming,1,11.7,0.15
1216,0444,14,Track and Field,4,13.0,0.77
1217,0444,15,Track and Field,5,17.84,0.93
1218,0446,16,Basketball,1,14.0,0.3
1219,0446,17,Basketball,2,17.33,0.58
1220,0446,18,Basketball,3,19.43,0.81
1221,0446,16,Swimming,1,13.0,0.2
1222,0446,17,Swimming,2,17.84,0.63
1223,0446,18,Swimming,3,22.39,0.89
1224,0446,15,Soccer,3,14.1,0.69
1225,0446,16,Soccer,4,17.82,0.87
1226,0446,17,Soccer,5,20.45,0.96
1227,0446,18,Soccer,6,23.3,0.98
1228,0447,14,Track and Field,3,14.8,0.72
1229,0447,14,Basketball,3,7.8,0.43
1230,0449,14,Soccer,3,12.8,0.64
1231,0449,15,Soccer,4,14.85,0.79
1232,0449,15,Basketball,1,7.7,0.03
1233,0449,14,Swimming,4,12.0,0.78
1234,0449,15,Swimming,5,13.5,0.89
1235,0452,14,Basketball,4,10.0,0.66
1236,0452,14,Track and Field,1,11.4,0.18
1237,0453,15,Basketball,4,14.3,0.84
1238,0453,15,Soccer,1,12.7,0.22
1239,0453,15,Swimming,2,9.9,0.37
1240,0454,15,Swimming,1,10.7,0.11
1241,0454,15,Soccer,2,11.9,0.43
1242,0455,14,Basketball,1,14.4,0.28
